instance,method,steiner_methods,randomization,status,time,obtuse_count,steiner_points,energy,p_bar,category
point-set_60_74409a1d.instance.json,local,,False,BEST,0.6194283962249756,1,28,16.00,1.9342138562104936,A
simple-polygon-exterior-20_100_8d1c2e30.instance.json,sa,,True,BEST,0.7872676849365234,0,63,31.50,1.5182835578327243,B
simple-polygon_80_48c9df87.instance.json,sa,,True,BEST,0.4992105960845947,9,63,49.50,3.878431972671166,E
point-set_100_dd67678e.instance.json,sa,,True,BEST,4.83825159072876,23,91,91.50,1.4247801593931164,A
point-set_80_1675b331.instance.json,sa,,True,BEST,0.4599740505218506,19,65,70.50,1.6651941880956707,A
simple-polygon-exterior-20_40_65de7236.instance.json,sa,,True,BEST,0.5705056190490723,3,68,40.00,1.351122255445455,B
simple-polygon_100_cb23308c.instance.json,sa,,True,BEST,1.406721830368042,0,65,32.50,1.3207865011610962,E
simple-polygon-exterior-20_60_53ad6d23.instance.json,sa,,True,BEST,0.6262848377227783,21,63,73.50,1.9655769291841074,B
simple-polygon-exterior-20_20_c27f41dd.instance.json,sa,,True,BEST,0.18436431884765625,24,51,73.50,3.2589653599522226,B
simple-polygon-exterior_40_ca26cbd4.instance.json,sa,,True,BEST,0.6767685413360596,11,68,56.00,1.3985841473132443,B
simple-polygon_10_272aa6ea.instance.json,sa,,False,BEST,0.007685661315917969,0,7,3.50,4.018652070256155,E
simple-polygon-exterior_40_785575e7.instance.json,sa,,True,BEST,0.3019847869873047,24,64,80.00,2.22676616232851,B
simple-polygon-exterior_150_fb998503.instance.json,sa,,True,BEST,17.97216510772705,0,115,57.50,0.8843680144016591,B
simple-polygon-exterior_60_1a49dffa.instance.json,sa,,True,BEST,0.5913758277893066,51,61,132.50,0.8637996495323629,B
simple-polygon_60_0347cd75.instance.json,sa,,True,BEST,0.23985767364501953,21,51,67.50,2.011536710880337,E
simple-polygon-exterior_20_7520a1da.instance.json,sa,,True,BEST,0.09757351875305176,16,36,50.00,2.146201880020858,B
ortho_10_d2723dcc.instance.json,sa,,True,BEST,0.01783013343811035,11,17,30.50,1.692495013425943,D
simple-polygon-exterior-20_20_eb63a5b6.instance.json,sa,,True,BEST,0.09314799308776855,0,43,21.50,2.7250058506644113,B
point-set_10_f999dc7f.instance.json,sa,,False,BEST,0.011254549026489258,0,12,6.00,5.0081017265730505,A
simple-polygon-exterior_150_89d077ac.instance.json,local,,False,BEST,6.0590739250183105,2,48,28.00,2.2032225576994215,B
simple-polygon-exterior-20_100_c256488f.instance.json,sa,,True,BEST,5.6978724002838135,0,102,51.00,1.3542848170190904,B
simple-polygon-exterior-20_10_868921c7.instance.json,sa,,False,BEST,0.008513450622558594,0,12,6.00,4.312469494371347,B
simple-polygon-exterior-20_100_8bfbe418.instance.json,local,,False,BEST,8.262456178665161,17,42,55.00,2.2631011196393853,B
simple-polygon-exterior-20_100_7ed1ca87.instance.json,sa,,True,BEST,6.021708250045776,9,91,63.50,1.1289681156311917,B
point-set_100_0245ce31.instance.json,sa,,True,BEST,0.32592058181762695,10,46,43.00,9.04315276655964,A
simple-polygon-exterior_20_92dcd467.instance.json,sa,,True,BEST,0.09906482696533203,3,42,27.00,1.693170954918948,B
point-set_150_982c9ab3.instance.json,local,,False,BEST,19.5994131565094,34,62,99.00,1.55080274210972,A
simple-polygon-exterior_40_ff947945.instance.json,sa,,True,BEST,0.46802353858947754,16,47,55.50,5.698042093047406,C
point-set_60_9fc02edd.instance.json,local,,False,BEST,0.3760874271392822,21,16,50.00,0.0,A
simple-polygon-exterior_100_37aaf06f.instance.json,sa,,True,BEST,14.40379810333252,21,99,91.50,0.9259704795975914,B
point-set_150_20bcb550.instance.json,sa,,True,BEST,1.6275601387023926,56,78,151.00,1.3575633692033386,A
simple-polygon-exterior-20_40_b9ab4f03.instance.json,sa,,True,BEST,0.7688760757446289,9,74,55.00,2.1508875970495036,B
point-set_80_d77fb670.instance.json,sa,,True,BEST,0.7144508361816406,27,70,89.00,1.7606481736213835,A
point-set_10_c04b0024.instance.json,sa,,True,BEST,0.012560367584228516,1,18,11.00,3.0306650570990015,A
simple-polygon-exterior_10_74050e4d.instance.json,sa,,True,BEST,0.015738248825073242,0,15,7.50,2.0781767108300664,B
point-set_100_05594822.instance.json,local,,False,BEST,6.3839476108551025,9,46,41.00,1.884582080004798,A
